ESPNL,a,99.7,All alpha proteins 
ESPNL,d,99.1,Alpha and beta proteins (a+b) 
ESR1--ESR--NR3A1,g,99.7,Small proteins 
ESR1--ESR--NR3A1,a,99.7,All alpha proteins 
ESR2--ESTRB--NR3A2,g,57.2,Small proteins 
ESR2--ESTRB--NR3A2,a,99.7,All alpha proteins 
ESRP1--RBM35A,d,93.8,Alpha and beta proteins (a+b) 
ESRP1--RBM35A,c,97.1,Alpha and beta proteins (a/b) 
ESRP2--RBM35B--PP7059,d,89.8,Alpha and beta proteins (a+b) 
ESRP2--RBM35B--PP7059,c,97.4,Alpha and beta proteins (a/b) 
ESRRA--ERR1--ESRL1--NR3B1,g,51.5,Small proteins 
ESRRA--ERR1--ESRL1--NR3B1,a,99.8,All alpha proteins 
ESRRB--ERRB2--ESRL2--NR3B2,g,99.8,Small proteins 
ESRRB--ERRB2--ESRL2--NR3B2,a,99.8,All alpha proteins 
ESRRG--ERR3--ERRG2--KIAA0832--NR3B3,g,99.8,Small proteins 
ESRRG--ERR3--ERRG2--KIAA0832--NR3B3,a,99.9,All alpha proteins 
ESX1--ESX1L--ESX1R,a,98.7,All alpha proteins 
ESYT1--FAM62A--KIAA0747--MBC2,b,96.6,All beta proteins 
ESYT2--FAM62B--KIAA1228,d,51.1,Alpha and beta proteins (a+b) 
ESYT2--FAM62B--KIAA1228,b,96.0,All beta proteins 
ESYT3--FAM62C,b,97.7,All beta proteins 
ETF1--ERF1--RF1--SUP45L1,d,51.2,Alpha and beta proteins (a+b) 
ETF1--ERF1--RF1--SUP45L1,c,98.5,Alpha and beta proteins (a/b) 
ETFA,c,55.8,Alpha and beta proteins (a/b) 
ETFB--FP585,c,55.1,Alpha and beta proteins (a/b) 
ETFDH,d,100.0,Alpha and beta proteins (a+b) 
ETFDH,c,96.2,Alpha and beta proteins (a/b) 
ETHE1--HSCO,d,86.3,Alpha and beta proteins (a+b) 
ETHE1--HSCO,c,63.5,Alpha and beta proteins (a/b) 
ETNK1--EKI1,d,58.2,Alpha and beta proteins (a+b) 
ETNK1--EKI1,c,57.8,Alpha and beta proteins (a/b) 
ETNK2--EKI2--HMFT1716,d,100.0,Alpha and beta proteins (a+b) 
ETNK2--EKI2--HMFT1716,b,51.0,All beta proteins 
ETNK2--EKI2--HMFT1716,g,58.1,Small proteins 
ETNPPL--AGXT2L1,c,95.5,Alpha and beta proteins (a/b) 
ETS1--EWSR2,a,99.9,All alpha proteins 
ETS2,a,99.6,All alpha proteins 
ETV1--ER81,a,99.9,All alpha proteins 
ETV2--ER71--ETSRP71,a,99.9,All alpha proteins 
ETV3L,a,99.9,All alpha proteins 
ETV3--METS--PE1,a,80.2,All alpha proteins 
ETV4--E1AF--PEA3,a,99.9,All alpha proteins 
ETV5--ERM,a,99.9,All alpha proteins 
ETV6--TEL--TEL1,a,99.5,All alpha proteins 
ETV6--TEL--TEL1,c,58.1,Alpha and beta proteins (a/b) 
ETV7--TEL2--TELB--TREF,a,99.6,All alpha proteins 
EVA1B--C1orf78--FAM176B,b,56.5,All beta proteins 
EVC,d,51.2,Alpha and beta proteins (a+b) 
EVI5L,a,98.2,All alpha proteins 
EVI5--NB4S,f,51.1,Membrane and cell surface proteins and peptides 
EVI5--NB4S,a,98.4,All alpha proteins 
EVL--RNB6,b,96.8,All beta proteins 
EVPL,d,99.2,Alpha and beta proteins (a+b) 
EVPL,a,54.3,All alpha proteins 
EVPLL,a,75.8,All alpha proteins 
EVX1,a,53.1,All alpha proteins 
EVX2,a,60.3,All alpha proteins 
EVX2,b,70.8,All beta proteins 
EWSR1--EWS,g,68.4,Small proteins 
EWSR1--EWS,d,97.9,Alpha and beta proteins (a+b) 
EXD1--EXDL1,c,95.7,Alpha and beta proteins (a/b) 
EXD2--C14orf114--EXDL2,b,59.7,All beta proteins 
EXD2--C14orf114--EXDL2,a,51.8,All alpha proteins 
EXD2--C14orf114--EXDL2,c,91.9,Alpha and beta proteins (a/b) 
EXD2--C14orf114--EXDL2,d,51.8,Alpha and beta proteins (a+b) 
EXD2--C14orf114--EXDL2,g,71.0,Small proteins 
EXD3--HBE269,c,86.6,Alpha and beta proteins (a/b) 
EXD3--HBE269,g,54.9,Small proteins 
EXO1--EXOI--HEX1,c,78.3,Alpha and beta proteins (a/b) 
EXO1--EXOI--HEX1,a,54.4,All alpha proteins 
EXO1--EXOI--HEX1,d,51.5,Alpha and beta proteins (a+b) 
EXOC2--SEC5--SEC5L1,b,96.5,All beta proteins 
EXOC2--SEC5--SEC5L1,a,56.5,All alpha proteins 
EXOC3L2--XTP7,a,53.7,All alpha proteins 
EXOC3--SEC6--SEC6L1,c,52.5,Alpha and beta proteins (a/b) 
EXOC4--KIAA1699--SEC8--SEC8L1,d,64.6,Alpha and beta proteins (a+b) 
EXOC4--KIAA1699--SEC8--SEC8L1,c,68.8,Alpha and beta proteins (a/b) 
EXOC7--EXO70--KIAA1067,a,56.9,All alpha proteins 
EXOC8,b,74.8,All beta proteins 
EXOC8,a,100.0,All alpha proteins 
EXOG--ENDOGL1--ENDOGL2--ENGL,c,57.7,Alpha and beta proteins (a/b) 
EXOG--ENDOGL1--ENDOGL2--ENGL,d,100.0,Alpha and beta proteins (a+b) 
EXOG--ENDOGL1--ENDOGL2--ENGL,b,58.7,All beta proteins 
EXOSC10--PMSCL--PMSCL2--RRP6,a,98.1,All alpha proteins 
EXOSC10--PMSCL--PMSCL2--RRP6,c,67.7,Alpha and beta proteins (a/b) 
EXOSC1--CSL4--CGI-108,b,71.6,All beta proteins 
EXOSC2--RRP4,b,59.2,All beta proteins 
EXOSC2--RRP4,d,60.3,Alpha and beta proteins (a+b) 
EXOSC3--RRP40--CGI-102,b,89.6,All beta proteins 
EXOSC3--RRP40--CGI-102,d,67.3,Alpha and beta proteins (a+b) 
EXOSC4--RRP41--SKI6,d,87.2,Alpha and beta proteins (a+b) 
EXOSC5--CML28--RRP46,d,95.1,Alpha and beta proteins (a+b) 
EXOSC5--CML28--RRP46,b,52.4,All beta proteins 
EXOSC6--MTR3,d,98.5,Alpha and beta proteins (a+b) 
EXOSC7--KIAA0116--RRP42,d,52.5,Alpha and beta proteins (a+b) 
EXOSC8--OIP2--RRP43,c,63.1,Alpha and beta proteins (a/b) 
EXOSC8--OIP2--RRP43,d,97.2,Alpha and beta proteins (a+b) 
EXOSC9--PMSCL1,d,95.3,Alpha and beta proteins (a+b) 
EXPH5--KIAA0624--SLAC2B,g,92.9,Small proteins 
EXT1,c,99.7,Alpha and beta proteins (a/b) 
EXT2,c,51.1,Alpha and beta proteins (a/b) 
EXT2,g,52.0,Small proteins 
EXTL1--EXTL,c,98.1,Alpha and beta proteins (a/b) 
EXTL2--EXTR2,c,100.0,Alpha and beta proteins (a/b) 
EXTL3--EXTL1L--EXTR1--KIAA0519,c,68.9,Alpha and beta proteins (a/b) 
EXTL3--EXTL1L--EXTR1--KIAA0519,a,60.8,All alpha proteins 
EYA1,c,87.6,Alpha and beta proteins (a/b) 
EYA2--EAB1,c,64.8,Alpha and beta proteins (a/b) 
EYA3,c,55.5,Alpha and beta proteins (a/b) 
EYA4,c,51.0,Alpha and beta proteins (a/b) 
EZH1--KIAA0388,a,77.5,All alpha proteins 
EZH1--KIAA0388,b,95.1,All beta proteins 
EZH2--KMT6,b,94.8,All beta proteins 
EZH2--KMT6,a,54.8,All alpha proteins 
EZR--VIL2,d,60.0,Alpha and beta proteins (a+b) 
EZR--VIL2,a,61.0,All alpha proteins 
EZR--VIL2,b,87.6,All beta proteins 
F10,b,100.0,All beta proteins 
F10,g,99.4,Small proteins 
F11,b,55.3,All beta proteins 
F11,g,77.8,Small proteins 
F12,g,99.6,Small proteins 
F12,b,100.0,All beta proteins 
F13A1--F13A,b,99.2,All beta proteins 
F13A1--F13A,d,56.5,Alpha and beta proteins (a+b) 
F13B,g,71.1,Small proteins 
F2,b,67.5,All beta proteins 
F2,g,99.0,Small proteins 
F2R--CF2R--PAR1--TR,f,99.9,Membrane and cell surface proteins and peptides 
F2RL1--GPR11--PAR2,f,99.9,Membrane and cell surface proteins and peptides 
F2RL2--PAR3,f,99.9,Membrane and cell surface proteins and peptides 
F2RL3--PAR4,f,99.9,Membrane and cell surface proteins and peptides 
F3,b,50.6,All beta proteins 
F5,b,92.5,All beta proteins 
F7,b,100.0,All beta proteins 
F7,g,94.5,Small proteins 
F8A1--F8A;--F8A2--F8A;--F8A3--F8A,a,60.9,All alpha proteins 
F8--F8C,b,76.0,All beta proteins 
F9,b,97.4,All beta proteins 
F9,g,95.9,Small proteins 
FA2H--FAAH,d,99.2,Alpha and beta proteins (a+b) 
FAAH2--AMDD,c,100.0,Alpha and beta proteins (a/b) 
FAAH--FAAH1,c,100.0,Alpha and beta proteins (a/b) 
FAAP20--C1orf86--FP7162,g,65.1,Small proteins 
FAAP24--C19orf40,a,51.0,All alpha proteins 
FAAP24--C19orf40,c,57.9,Alpha and beta proteins (a/b) 
FAAP24--C19orf40,e,60.6,Multi-domain proteins (alpha and beta) 
FABP12,a,51.8,All alpha proteins 
FABP12,c,50.3,Alpha and beta proteins (a/b) 
FABP12,b,99.9,All beta proteins 
FABP12,d,51.4,Alpha and beta proteins (a+b) 
FABP1--FABPL,b,99.8,All beta proteins 
FABP1--FABPL,d,72.1,Alpha and beta proteins (a+b) 
FABP2--FABPI,b,99.9,All beta proteins 
FABP3--FABP11--MDGI,d,63.3,Alpha and beta proteins (a+b) 
FABP3--FABP11--MDGI,b,100.0,All beta proteins 
FABP4,b,100.0,All beta proteins 
FABP4,d,50.2,Alpha and beta proteins (a+b) 
FABP5,b,99.9,All beta proteins 
FABP5,d,66.3,Alpha and beta proteins (a+b) 
FABP5,g,57.2,Small proteins 
FABP5P3--FABP5L3,g,67.7,Small proteins 
FABP5P3--FABP5L3,b,99.3,All beta proteins 
FABP5P3--FABP5L3,d,53.6,Alpha and beta proteins (a+b) 
FABP6--ILBP--ILLBP,b,99.7,All beta proteins 
FABP7--BLBP--FABPB--MRG,d,55.1,Alpha and beta proteins (a+b) 
FABP7--BLBP--FABPB--MRG,b,100.0,All beta proteins 
FABP9,d,63.6,Alpha and beta proteins (a+b) 
FABP9,b,100.0,All beta proteins 
FABP9,c,51.1,Alpha and beta proteins (a/b) 
FADD--MORT1--GIG3,d,67.1,Alpha and beta proteins (a+b) 
FADD--MORT1--GIG3,b,54.4,All beta proteins 
FADD--MORT1--GIG3,a,99.3,All alpha proteins 
FADS1--FADSD5,d,99.2,Alpha and beta proteins (a+b) 
FADS2,d,57.2,Alpha and beta proteins (a+b) 
FADS2P1,d,98.9,Alpha and beta proteins (a+b) 
FADS3--CYB5RP,d,50.8,Alpha and beta proteins (a+b) 
FADS3--CYB5RP,a,71.8,All alpha proteins 
FAF1--UBXD12--UBXN3A--CGI-03,d,98.3,Alpha and beta proteins (a+b) 
FAF1--UBXD12--UBXN3A--CGI-03,a,56.6,All alpha proteins 
FAF1--UBXD12--UBXN3A--CGI-03,c,94.7,Alpha and beta proteins (a/b) 
FAF2--ETEA--KIAA0887--UBXD8--UBXN3B,c,99.0,Alpha and beta proteins (a/b) 
FAF2--ETEA--KIAA0887--UBXD8--UBXN3B,d,97.5,Alpha and beta proteins (a+b) 
FAF2--ETEA--KIAA0887--UBXD8--UBXN3B,a,91.0,All alpha proteins 
FAHD1--C16orf36--YISKL,d,99.3,Alpha and beta proteins (a+b) 
FAHD2A--CGI-105,d,99.2,Alpha and beta proteins (a+b) 
FAHD2B,d,99.1,Alpha and beta proteins (a+b) 
FAH,d,91.8,Alpha and beta proteins (a+b) 
FAH,b,100.0,All beta proteins 
FAIM--FAIM1,d,68.6,Alpha and beta proteins (a+b) 
FAIM--FAIM1,a,54.3,All alpha proteins 
FAM101B,g,50.2,Small proteins 
FAM102A--C9orf132--EEIG1,d,50.6,Alpha and beta proteins (a+b) 
FAM102A--C9orf132--EEIG1,c,57.3,Alpha and beta proteins (a/b) 
FAM105A,d,62.4,Alpha and beta proteins (a+b) 
FAM105A,b,71.0,All beta proteins 
FAM107A--DRR1--TU3A,a,57.8,All alpha proteins 
FAM107A--DRR1--TU3A,c,55.0,Alpha and beta proteins (a/b) 
FAM109A,b,70.0,All beta proteins 
FAM109B,b,92.7,All beta proteins 
FAM111A--KIAA1895,b,50.7,All beta proteins 
FAM111B--CANP,b,67.7,All beta proteins 
FAM114A1--NOXP20,b,81.8,All beta proteins 
FAM117B--ALS2CR13,c,81.4,Alpha and beta proteins (a/b) 
FAM118A--C22orf8,d,71.9,Alpha and beta proteins (a+b) 
FAM118A--C22orf8,c,56.0,Alpha and beta proteins (a/b) 
FAM118B,c,52.4,Alpha and beta proteins (a/b) 
FAM120A--C9orf10--KIAA0183--OSSA,c,62.4,Alpha and beta proteins (a/b) 
FAM120AOS--C9orf10OS,c,52.3,Alpha and beta proteins (a/b) 
FAM120B--CCPG--KIAA1838,c,98.0,Alpha and beta proteins (a/b) 
FAM120C--CXorf17,c,86.2,Alpha and beta proteins (a/b) 
FAM122C,b,87.0,All beta proteins 
FAM122C,c,50.4,Alpha and beta proteins (a/b) 
FAM124A,d,54.3,Alpha and beta proteins (a+b) 
FAM124B,d,50.6,Alpha and beta proteins (a+b) 
FAM127A--CXX1--MAR8--MAR8C--MART8,d,60.8,Alpha and beta proteins (a+b) 
FAM129A--C1orf24--NIBAN--GIG39,b,51.4,All beta proteins 
FAM129B--C9orf88,b,54.2,All beta proteins 
FAM129B--C9orf88,d,67.1,Alpha and beta proteins (a+b) 
FAM129B--C9orf88,a,60.2,All alpha proteins 
FAM129C--BCNP1,b,67.2,All beta proteins 
FAM131B--KIAA0773,a,51.3,All alpha proteins 
FAM131C--C1orf117,a,66.2,All alpha proteins 
FAM131C--C1orf117,b,53.3,All beta proteins 
FAM132A--C1QDC2--CTRP12,b,51.3,All beta proteins 
FAM132B--C1QTNF15--CTRP15--ERFE,b,63.8,All beta proteins 
FAM134B,c,51.2,Alpha and beta proteins (a/b) 
FAM135A--KIAA1411,c,95.2,Alpha and beta proteins (a/b) 
FAM135B--C8orfK32,c,94.0,Alpha and beta proteins (a/b) 
FAM136A,g,56.3,Small proteins 
FAM136A,a,53.5,All alpha proteins 
FAM13A--FAM13A1--KIAA0914,a,99.9,All alpha proteins 
FAM13B--C5orf5--FAM13B1,a,99.7,All alpha proteins 
FAM155B--TED--TMEM28,a,51.5,All alpha proteins 
FAM161A,g,59.0,Small proteins 
FAM163B--C9orf166,g,60.4,Small proteins 
FAM166A--HSD46,a,60.4,All alpha proteins 
FAM166A--HSD46,d,51.7,Alpha and beta proteins (a+b) 
FAM167B--C1orf90,c,56.4,Alpha and beta proteins (a/b) 
FAM167B--C1orf90,a,70.2,All alpha proteins 
FAM169A--KIAA0888,d,67.5,Alpha and beta proteins (a+b) 
FAM169B--KIAA0888L,d,53.2,Alpha and beta proteins (a+b) 
FAM170A--ZNFD,g,77.9,Small proteins 
FAM172A--C5orf21,c,87.7,Alpha and beta proteins (a/b) 
FAM172BP--FAM172B,c,60.2,Alpha and beta proteins (a/b) 
FAM172BP--FAM172B,d,60.1,Alpha and beta proteins (a+b) 
FAM173A--C16orf24--RJD7,c,91.4,Alpha and beta proteins (a/b) 
FAM173A--C16orf24--RJD7,b,53.2,All beta proteins 
FAM173B,c,96.9,Alpha and beta proteins (a/b) 
FAM177A1--C14orf24,f,53.0,Membrane and cell surface proteins and peptides 
FAM177A1--C14orf24,a,50.1,All alpha proteins 
FAM179A,a,70.6,All alpha proteins 
FAM179A,c,55.7,Alpha and beta proteins (a/b) 
FAM179B--KIAA0423,c,53.6,Alpha and beta proteins (a/b) 
FAM179B--KIAA0423,a,50.1,All alpha proteins 
FAM181A--C14orf152--HSD-31--HSD31,g,67.2,Small proteins 
FAM182B,g,52.9,Small proteins 
FAM183A,d,50.7,Alpha and beta proteins (a+b) 
FAM183B,a,55.1,All alpha proteins 
FAM187A,b,92.9,All beta proteins 
FAM187B--TMEM162,b,77.8,All beta proteins 
FAM188A--C10orf97--CARP--DERP5--MSTP126--My042,a,81.6,All alpha proteins 
FAM193B--IRIZIO--KIAA1931,a,61.4,All alpha proteins 
FAM193B--IRIZIO--KIAA1931,g,51.1,Small proteins 
FAM19A1--TAFA1,g,50.8,Small proteins 
FAM19A2--TAFA2,g,59.8,Small proteins 
FAM19A3--TAFA3,g,56.2,Small proteins 
FAM19A3--TAFA3,c,53.5,Alpha and beta proteins (a/b) 
FAM19A4--TAFA4,g,51.9,Small proteins 
FAM19A4--TAFA4,d,50.8,Alpha and beta proteins (a+b) 
FAM200A--C7orf38,c,99.7,Alpha and beta proteins (a/b) 
FAM200B--C4orf53,c,99.6,Alpha and beta proteins (a/b) 
FAM200B--C4orf53,g,58.4,Small proteins 
FAM205C--FAM205CP,a,52.0,All alpha proteins 
FAM206A--C9orf6,b,96.6,All beta proteins 
FAM206A--C9orf6,d,55.8,Alpha and beta proteins (a+b) 
FAM208A--C3orf63--KIAA1105--TASOR,d,65.5,Alpha and beta proteins (a+b) 
FAM209B--C20orf107,c,58.4,Alpha and beta proteins (a/b) 
FAM209B--C20orf107,d,63.7,Alpha and beta proteins (a+b) 
FAM20B--KIAA0475,d,54.3,Alpha and beta proteins (a+b) 
FAM20C--DMP4,g,52.9,Small proteins 
FAM210A--C18orf19,c,60.9,Alpha and beta proteins (a/b) 
FAM210A--C18orf19,a,73.2,All alpha proteins 
FAM210B--C20orf108--PSEC0265,c,56.1,Alpha and beta proteins (a/b) 
FAM210B--C20orf108--PSEC0265,d,50.1,Alpha and beta proteins (a+b) 
FAM213B--C1orf93,d,53.4,Alpha and beta proteins (a+b) 
FAM213B--C1orf93,c,51.7,Alpha and beta proteins (a/b) 
FAM218A--C4orf39,c,56.2,Alpha and beta proteins (a/b) 
FAM220BP--C9orf51,g,59.5,Small proteins 
FAM221A--C7orf46,g,53.1,Small proteins 
FAM227A,a,52.3,All alpha proteins 
FAM229B--C6orf225,d,52.9,Alpha and beta proteins (a+b) 
FAM24A,c,55.6,Alpha and beta proteins (a/b) 
FAM24A,g,51.8,Small proteins 
FAM24B,a,53.7,All alpha proteins 
FAM24B,f,57.2,Membrane and cell surface proteins and peptides 
FAM25A,d,52.4,Alpha and beta proteins (a+b) 
FAM25BP--FAM25B,d,53.5,Alpha and beta proteins (a+b) 
FAM25C,d,52.4,Alpha and beta proteins (a+b) 
FAM25D;--FAM25E,d,58.3,Alpha and beta proteins (a+b) 
FAM25D;--FAM25E,a,87.4,All alpha proteins 
FAM25D;--FAM25E,c,55.0,Alpha and beta proteins (a/b) 
FAM25G,d,53.5,Alpha and beta proteins (a+b) 
FAM26E--C6orf188,g,61.3,Small proteins 
FAM27B--FAM27A--FAM27A1--FAM27A2;--FAM27C--FAM27A3,c,52.4,Alpha and beta proteins (a/b) 
FAM27B--FAM27A--FAM27A1--FAM27A2;--FAM27C--FAM27A3,g,52.6,Small proteins 
FAM27L,c,58.0,Alpha and beta proteins (a/b) 
FAM35A,g,50.4,Small proteins 
FAM35A,b,63.8,All beta proteins 
FAM3A--2-19--2.19,c,50.1,Alpha and beta proteins (a/b) 
FAM3C--ILEI--GS3786,a,58.0,All alpha proteins 
FAM43A--PP7298,b,96.9,All beta proteins 
FAM43B,b,95.3,All beta proteins 
FAM43B,d,62.7,Alpha and beta proteins (a+b) 
FAM45A,d,65.5,Alpha and beta proteins (a+b) 
FAM45BP--FAM45--HT011,d,59.1,Alpha and beta proteins (a+b) 
FAM50A--DXS9928E--HXC26--XAP5,d,63.6,Alpha and beta proteins (a+b) 
FAM58A,a,69.6,All alpha proteins 
FAM58A,d,55.3,Alpha and beta proteins (a+b) 
FAM58BP--FAM58B,a,62.3,All alpha proteins 
FAM60A--C12orf14--L4,a,52.6,All alpha proteins 
FAM63B--KIAA1164,a,59.7,All alpha proteins 
FAM65A--KIAA1930,a,67.1,All alpha proteins 
FAM65A--KIAA1930,b,60.2,All beta proteins 
FAM65B--C6orf32--DIFF48--KIAA0386--PL48,a,55.2,All alpha proteins 
FAM65B--C6orf32--DIFF48--KIAA0386--PL48,c,53.4,Alpha and beta proteins (a/b) 
FAM65C--C20orf175,b,75.3,All beta proteins 
FAM65C--C20orf175,a,54.1,All alpha proteins 
FAM65C--C20orf175,d,52.3,Alpha and beta proteins (a+b) 
FAM66E,b,52.5,All beta proteins 
FAM66E,a,68.7,All alpha proteins 
FAM69A,a,62.0,All alpha proteins 
FAM69B--C9orf136--PP6977,a,60.8,All alpha proteins 
FAM69C--C18orf51,d,54.2,Alpha and beta proteins (a+b) 
FAM69C--C18orf51,b,51.0,All beta proteins 
FAM71D--C14orf54,d,50.2,Alpha and beta proteins (a+b) 
FAM71F1--FAM137A,c,56.7,Alpha and beta proteins (a/b) 
FAM72A--UGENE,g,58.9,Small proteins 
FAM72B,g,58.9,Small proteins 
FAM72C,g,59.2,Small proteins 
FAM72D--GCUD2,g,64.6,Small proteins 
FAM76A,b,50.4,All beta proteins 
FAM76A,g,59.5,Small proteins 
FAM76B,g,51.9,Small proteins 
FAM83A--TSGP,d,59.7,Alpha and beta proteins (a+b) 
FAM83A--TSGP,c,54.0,Alpha and beta proteins (a/b) 
FAM83B--C6orf143,d,59.8,Alpha and beta proteins (a+b) 
FAM83C--C20orf128,d,75.6,Alpha and beta proteins (a+b) 
FAM83C--C20orf128,a,51.6,All alpha proteins 
FAM83D--C20orf129,d,93.9,Alpha and beta proteins (a+b) 
FAM83D--C20orf129,c,60.7,Alpha and beta proteins (a/b) 
FAM83E,d,97.6,Alpha and beta proteins (a+b) 
FAM83F,d,98.6,Alpha and beta proteins (a+b) 
FAM83F,b,50.3,All beta proteins 
FAM83F,c,73.3,Alpha and beta proteins (a/b) 
FAM83G--PAWS1,d,98.5,Alpha and beta proteins (a+b) 
FAM83H,d,93.5,Alpha and beta proteins (a+b) 
FAM84A--NSE1,g,62.4,Small proteins 
FAM84A--NSE1,d,76.9,Alpha and beta proteins (a+b) 
FAM84B--BCMP101--NSE2,c,50.4,Alpha and beta proteins (a/b) 
FAM84B--BCMP101--NSE2,b,50.9,All beta proteins 
FAM84B--BCMP101--NSE2,d,60.3,Alpha and beta proteins (a+b) 
FAM86B1,c,93.6,Alpha and beta proteins (a/b) 
FAM86B1,d,57.4,Alpha and beta proteins (a+b) 
FAM86B2,c,95.9,Alpha and beta proteins (a/b) 
FAM86B2,d,52.6,Alpha and beta proteins (a+b) 
FAM86C1--FAM86C,a,59.2,All alpha proteins 
FAM86C1--FAM86C,g,50.1,Small proteins 
FAM86C2P,a,82.0,All alpha proteins 
FAM86JP,a,57.0,All alpha proteins 
FAM87A,c,52.8,Alpha and beta proteins (a/b) 
FAM87A,d,56.4,Alpha and beta proteins (a+b) 
FAM90A10P--FAM90A10,g,82.7,Small proteins 
FAM90A12P--FAM90A12,g,59.9,Small proteins 
FAM90A13P--FAM90A13,g,82.7,Small proteins 
FAM90A14P--FAM90A14,g,83.0,Small proteins 
FAM90A15P--FAM90A15,g,82.8,Small proteins 
FAM90A16P--FAM90A16;--FAM90A17P--FAM90A17,g,60.1,Small proteins 
FAM90A18P--FAM90A18;--FAM90A19P--FAM90A19,g,82.6,Small proteins 
FAM90A1,g,56.3,Small proteins 
FAM90A20P--FAM90A20,g,82.5,Small proteins 
FAM90A22P--FAM90A22,g,59.7,Small proteins 
FAM90A23P--FAM90A23,g,82.8,Small proteins 
FAM90A24P--FAM90A24,g,59.8,Small proteins 
FAM90A27P,g,84.2,Small proteins 
FAM90A2P,g,71.2,Small proteins 
FAM90A5P--FAM90A5,g,82.9,Small proteins 
FAM90A7P--FAM90A7,g,82.7,Small proteins 
FAM90A8P--FAM90A8,g,59.9,Small proteins 
FAM90A9P--FAM90A9,g,60.1,Small proteins 
FAM92A1,a,61.0,All alpha proteins 
FAM92A1,d,62.9,Alpha and beta proteins (a+b) 
FAM92B,a,95.7,All alpha proteins 
FAM96A,d,92.7,Alpha and beta proteins (a+b) 
FAM96A,a,79.6,All alpha proteins 
FAM96B--MIP18--CGI-128--HSPC118,b,60.3,All beta proteins 
FAM96B--MIP18--CGI-128--HSPC118,d,97.1,Alpha and beta proteins (a+b) 
FAM98C,d,58.9,Alpha and beta proteins (a+b) 
FAM9C,c,50.9,Alpha and beta proteins (a/b) 
FAN1--KIAA1018--MTMR15,a,81.6,All alpha proteins 
FANCC--FAC--FACC,b,64.8,All beta proteins 
FANCG--XRCC9,a,87.7,All alpha proteins 
FANCG--XRCC9,e,66.6,Multi-domain proteins (alpha and beta) 
FANCL--PHF9,g,89.3,Small proteins 
FANCL--PHF9,d,65.0,Alpha and beta proteins (a+b) 
FANCM--KIAA1596,c,75.2,Alpha and beta proteins (a/b) 
FANCM--KIAA1596,a,86.4,All alpha proteins 
FAP,b,95.4,All beta proteins 
FAP,c,98.8,Alpha and beta proteins (a/b) 
FAR2--MLSTD1,c,91.7,Alpha and beta proteins (a/b) 
FAR2P1,g,62.1,Small proteins 
FAR2P1,c,52.2,Alpha and beta proteins (a/b) 
FAR2P1,a,91.0,All alpha proteins 
FARP1--CDEP--PLEKHC2,b,95.8,All beta proteins 
FARP1--CDEP--PLEKHC2,a,98.3,All alpha proteins 
FARP1--CDEP--PLEKHC2,d,99.4,Alpha and beta proteins (a+b) 
FARP2--KIAA0793--PLEKHC3,a,99.6,All alpha proteins 
FARP2--KIAA0793--PLEKHC3,b,95.7,All beta proteins 
FARP2--KIAA0793--PLEKHC3,d,99.2,Alpha and beta proteins (a+b) 
FARS2--FARS1--HSPC320,d,99.5,Alpha and beta proteins (a+b) 
FARSA--FARS--FARSL--FARSLA,a,61.3,All alpha proteins 
FARSA--FARS--FARSL--FARSLA,c,58.6,Alpha and beta proteins (a/b) 
FARSA--FARS--FARSL--FARSLA,d,57.5,Alpha and beta proteins (a+b) 
FARSB--FARSLB--FRSB--HSPC173,c,50.1,Alpha and beta proteins (a/b) 
FARSB--FARSLB--FRSB--HSPC173,a,75.5,All alpha proteins 
FARSB--FARSLB--FRSB--HSPC173,b,91.8,All beta proteins 
FARSB--FARSLB--FRSB--HSPC173,d,99.8,Alpha and beta proteins (a+b) 
FAS--APT1--FAS1--TNFRSF6,g,60.2,Small proteins 
FAS--APT1--FAS1--TNFRSF6,a,60.1,All alpha proteins 
FAS--APT1--FAS1--TNFRSF6,d,66.5,Alpha and beta proteins (a+b) 
FAS--APT1--FAS1--TNFRSF6,c,50.8,Alpha and beta proteins (a/b) 
FASLG--APT1LG1--CD95L--FASL--TNFSF6,b,83.8,All beta proteins 
FASN--FAS,c,98.9,Alpha and beta proteins (a/b) 
FASN--FAS,b,97.1,All beta proteins 
FASN--FAS,a,98.6,All alpha proteins 
FASTKD1--KIAA1800,d,65.8,Alpha and beta proteins (a+b) 
FAT1--CDHF7--FAT,b,70.4,All beta proteins 
FAT1--CDHF7--FAT,g,56.9,Small proteins 
FAT1--CDHF7--FAT,d,51.6,Alpha and beta proteins (a+b) 
FAT2--CDHF8--KIAA0811--MEGF1,b,97.6,All beta proteins 
FAT2--CDHF8--KIAA0811--MEGF1,g,77.5,Small proteins 
FAT3--CDHF15--KIAA1989,b,63.3,All beta proteins 
FAT3--CDHF15--KIAA1989,c,61.6,Alpha and beta proteins (a/b) 
FAT3--CDHF15--KIAA1989,g,91.2,Small proteins 
FAT3--CDHF15--KIAA1989,a,63.4,All alpha proteins 
FAT4--CDHF14--FATJ--Nbla00548,g,92.1,Small proteins 
FAT4--CDHF14--FATJ--Nbla00548,b,98.5,All beta proteins 
FAU,d,68.7,Alpha and beta proteins (a+b) 
FAU,c,56.8,Alpha and beta proteins (a/b) 
FAXC--C6orf168,c,52.3,Alpha and beta proteins (a/b) 
FAXC--C6orf168,a,52.0,All alpha proteins 
FAXDC2--C5orf4,d,66.9,Alpha and beta proteins (a+b) 
